Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
1.0,1.0,50,1.0,0.0,55.9,0,0.0
1.0,0.0,14,1.0,2.0,120.0,0,1.0
3.0,0.0,21,2.0,2.0,34.375,0,0.0
2.0,0.0,24,2.0,3.0,18.75,0,1.0
1.0,1.0,64,1.0,4.0,263.0,0,0.0
2.0,1.0,31,0.0,0.0,10.5,0,0.0
2.0,0.0,45,1.0,1.0,26.25,0,1.0
3.0,1.0,20,0.0,0.0,9.5,0,0.0
3.0,1.0,25,1.0,0.0,7.775,0,0.0
2.0,0.0,28,0.0,0.0,13.0,0,1.0
3.0,1.0,30,0.0,0.0,8.1125,0,1.0
1.0,1.0,4,0.0,2.0,81.8583,0,1.0
2.0,0.0,13,0.0,1.0,19.5,0,1.0
1.0,1.0,34,0.0,0.0,26.55,0,1.0
3.0,0.0,5,2.0,1.0,19.2583,1,1.0
1.0,1.0,52,0.0,0.0,30.5,0,1.0
2.0,1.0,36,1.0,2.0,27.75,0,0.0
3.0,1.0,26,1.0,0.0,19.9667,0,0.0
1.0,1.0,30,0.0,0.0,27.75,1,0.0
1.0,1.0,49,1.0,0.0,89.1042,1,1.0
3.0,1.0,32,0.0,0.0,8.05,0,0.0
3.0,1.0,29,0.0,0.0,7.8958,1,1.0
1.0,1.0,65,0.0,0.0,26.55,0,0.0
1.0,0.0,40,1.0,0.0,51.8625,0,1.0
2.0,0.0,50,0.0,0.0,10.5,0,1.0
3.0,1.0,35,0.0,0.0,7.75,2,0.0
1.0,1.0,48,0.0,0.0,26.55,0,1.0
3.0,1.0,34,0.0,0.0,8.05,0,0.0
1.0,1.0,47,0.0,0.0,38.5,0,0.0
2.0,1.0,48,0.0,0.0,13.0,0,0.0
3.0,1.0,32,0.0,0.0,8.05,0,0.0
3.0,1.0,38,0.0,0.0,7.05,0,0.0
2.0,1.0,36,0.0,0.0,0.0,0,0.0
1.0,1.0,56,0.0,0.0,26.55,0,0.0
3.0,1.0,36,0.0,0.0,7.725,2,0.0
3.0,0.0,0,2.0,1.0,19.2583,1,1.0
3.0,1.0,29,0.0,0.0,7.25,0,0.0
3.0,1.0,38,0.0,0.0,8.6625,0,0.0
2.0,0.0,33,1.0,2.0,27.75,0,1.0
2.0,0.0,23,0.0,0.0,13.7917,1,1.0
3.0,0.0,22,0.0,0.0,9.8375,0,0.0
1.0,1.0,38,0.0,0.0,52.0,0,0.0
2.0,1.0,34,1.0,0.0,21.0,0,0.0
3.0,1.0,29,1.0,0.0,7.0458,0,0.0
3.0,1.0,22,0.0,0.0,7.5208,0,0.0
3.0,0.0,2,0.0,1.0,12.2875,0,1.0
3.0,1.0,9,5.0,2.0,46.9,0,0.0
2.0,1.0,36,0.0,0.0,0.0,0,0.0
3.0,1.0,50,0.0,0.0,8.05,0,0.0
3.0,0.0,63,0.0,0.0,9.5875,0,1.0
1.0,1.0,25,1.0,0.0,91.0792,1,1.0
3.0,0.0,30,3.0,1.0,25.4667,0,0.0
1.0,0.0,35,1.0,0.0,90.0,0,1.0
1.0,1.0,58,0.0,0.0,29.7,1,0.0
3.0,1.0,30,0.0,0.0,8.05,0,0.0
3.0,1.0,9,1.0,1.0,15.9,0,1.0
3.0,1.0,26,1.0,0.0,19.9667,0,0.0
3.0,1.0,21,0.0,0.0,7.25,0,0.0
1.0,1.0,55,0.0,0.0,30.5,0,0.0
1.0,1.0,71,0.0,0.0,49.5042,1,0.0
3.0,1.0,21,0.0,0.0,8.05,0,0.0
3.0,1.0,29,0.0,0.0,14.4583,1,0.0
1.0,0.0,54,1.0,0.0,78.2667,1,1.0
3.0,1.0,30,0.0,0.0,15.1,0,0.0
1.0,0.0,25,1.0,2.0,151.55,0,0.0
3.0,1.0,24,0.0,0.0,7.7958,0,0.0
3.0,1.0,17,0.0,0.0,8.6625,0,0.0
3.0,0.0,21,0.0,0.0,7.75,2,0.0
3.0,0.0,26,0.0,0.0,7.6292,2,0.0
3.0,0.0,37,0.0,0.0,9.5875,0,0.0
1.0,0.0,16,0.0,0.0,86.5,0,1.0
1.0,1.0,18,1.0,0.0,108.9,1,0.0
2.0,0.0,33,0.0,2.0,26.0,0,1.0
1.0,1.0,40,0.0,0.0,26.55,0,1.0
3.0,1.0,28,0.0,0.0,22.525,0,0.0
3.0,1.0,26,0.0,0.0,56.4958,0,1.0
3.0,1.0,29,0.0,0.0,7.75,2,1.0
3.0,1.0,32,0.0,0.0,8.05,0,0.0
1.0,1.0,36,0.0,0.0,26.2875,0,1.0
1.0,0.0,54,1.0,0.0,59.4,1,1.0
3.0,1.0,24,0.0,0.0,7.4958,0,0.0
1.0,1.0,47,0.0,0.0,34.0208,0,0.0
2.0,0.0,34,0.0,0.0,10.5,0,1.0
3.0,1.0,31,0.0,0.0,24.15,2,0.0
2.0,0.0,36,1.0,0.0,26.0,0,1.0
3.0,1.0,32,0.0,0.0,7.8958,0,0.0
1.0,0.0,30,0.0,0.0,93.5,0,1.0
3.0,1.0,22,0.0,0.0,7.8958,0,0.0
3.0,1.0,31,0.0,0.0,7.225,1,0.0
1.0,0.0,44,0.0,1.0,57.9792,1,1.0
3.0,1.0,31,0.0,0.0,7.2292,1,0.0
3.0,1.0,40,0.0,0.0,7.75,2,0.0
2.0,0.0,50,0.0,0.0,10.5,0,1.0
1.0,1.0,30,0.0,0.0,221.7792,0,0.0
3.0,1.0,39,0.0,0.0,7.925,0,0.0
2.0,1.0,23,2.0,1.0,11.5,0,0.0
2.0,0.0,2,1.0,1.0,26.0,0,1.0
3.0,1.0,31,0.0,0.0,7.2292,1,0.0
3.0,1.0,17,1.0,1.0,7.2292,1,0.0
3.0,0.0,20,0.0,2.0,22.3583,1,1.0
3.0,0.0,30,0.0,0.0,8.6625,0,0.0
2.0,0.0,7,0.0,2.0,26.25,0,1.0
1.0,1.0,45,0.0,0.0,26.55,0,0.0
1.0,0.0,30,0.0,0.0,106.425,1,1.0
3.0,1.0,37,0.0,0.0,14.5,0,0.0
1.0,0.0,22,0.0,2.0,49.5,1,1.0
1.0,0.0,36,0.0,2.0,71.0,0,1.0
3.0,0.0,9,4.0,2.0,31.275,0,0.0
3.0,0.0,11,4.0,2.0,31.275,0,0.0
2.0,1.0,32,1.0,0.0,26.0,0,1.0
1.0,1.0,50,1.0,0.0,106.425,1,0.0
1.0,1.0,64,0.0,0.0,26.0,0,0.0
2.0,0.0,19,1.0,0.0,26.0,0,1.0
2.0,1.0,37,0.0,0.0,13.8625,1,1.0
3.0,1.0,33,1.0,1.0,20.525,0,0.0
2.0,1.0,8,1.0,1.0,36.75,0,1.0
1.0,1.0,17,0.0,2.0,110.8833,1,1.0
2.0,1.0,27,0.0,0.0,26.0,0,0.0
3.0,1.0,37,0.0,0.0,7.8292,2,0.0
3.0,1.0,22,0.0,0.0,7.225,1,1.0
3.0,0.0,22,0.0,0.0,7.775,0,1.0
1.0,1.0,62,0.0,0.0,26.55,0,0.0
1.0,0.0,48,1.0,0.0,39.6,1,1.0
1.0,1.0,30,0.0,0.0,227.525,1,0.0
1.0,0.0,39,1.0,1.0,79.65,0,1.0
3.0,0.0,36,1.0,0.0,17.4,0,1.0
3.0,1.0,35,0.0,0.0,7.75,2,0.0
3.0,1.0,40,0.0,0.0,7.8958,0,0.0
2.0,1.0,28,0.0,0.0,13.5,0,0.0
3.0,1.0,32,0.0,0.0,8.05,0,0.0
3.0,0.0,25,0.0,0.0,8.05,0,0.0
3.0,1.0,24,2.0,0.0,24.15,0,0.0
3.0,1.0,19,0.0,0.0,7.8958,0,0.0
3.0,0.0,29,0.0,4.0,21.075,0,0.0
3.0,1.0,31,0.0,0.0,7.2292,1,0.0
3.0,1.0,32,0.0,0.0,7.8542,0,1.0
2.0,1.0,62,0.0,0.0,10.5,0,1.0
1.0,0.0,53,2.0,0.0,51.4792,0,1.0
1.0,1.0,36,0.0,0.0,26.3875,0,1.0
3.0,0.0,19,0.0,0.0,7.75,2,1.0
3.0,1.0,16,0.0,0.0,8.05,0,0.0
3.0,1.0,19,0.0,0.0,14.5,0,0.0
2.0,0.0,34,0.0,0.0,13.0,0,1.0
1.0,0.0,39,1.0,0.0,55.9,0,1.0
3.0,0.0,24,1.0,0.0,14.4583,1,0.0
3.0,1.0,32,0.0,0.0,7.925,0,1.0
2.0,0.0,25,1.0,1.0,30.0,0,1.0
1.0,0.0,39,1.0,1.0,110.8833,1,1.0
2.0,1.0,54,0.0,0.0,26.0,0,0.0
1.0,1.0,36,0.0,0.0,40.125,1,0.0
3.0,1.0,27,0.0,0.0,8.7125,1,0.0
1.0,0.0,18,0.0,2.0,79.65,0,1.0
2.0,1.0,47,0.0,0.0,15.0,0,0.0
1.0,1.0,60,1.0,1.0,79.2,1,1.0
3.0,1.0,22,0.0,0.0,8.05,0,0.0
3.0,1.0,32,0.0,0.0,8.05,0,0.0
3.0,1.0,35,0.0,0.0,7.125,0,0.0
1.0,0.0,52,1.0,0.0,78.2667,1,1.0
3.0,1.0,47,0.0,0.0,7.25,0,0.0
3.0,0.0,30,0.0,2.0,7.75,2,0.0
2.0,1.0,37,1.0,0.0,26.0,0,0.0
3.0,1.0,36,1.0,1.0,24.15,0,0.0
2.0,0.0,40,0.0,0.0,33.0,0,1.0
3.0,1.0,49,0.0,0.0,0.0,0,0.0
3.0,1.0,31,0.0,0.0,7.225,1,0.0
1.0,1.0,49,1.0,0.0,56.9292,1,1.0
2.0,0.0,24,2.0,1.0,27.0,0,1.0
3.0,1.0,27,0.0,0.0,7.8958,0,0.0
1.0,1.0,29,0.0,0.0,42.4,0,0.0
3.0,1.0,44,0.0,0.0,8.05,0,0.0
1.0,1.0,35,0.0,0.0,26.55,1,1.0
3.0,1.0,36,1.0,0.0,15.55,0,0.0
3.0,1.0,30,0.0,0.0,7.8958,0,0.0
1.0,1.0,27,0.0,0.0,30.5,0,1.0
2.0,0.0,22,1.0,2.0,41.5792,1,1.0
1.0,0.0,40,0.0,0.0,153.4625,0,1.0
3.0,0.0,39,1.0,5.0,31.275,0,0.0
3.0,1.0,31,0.0,0.0,7.05,0,0.0
3.0,0.0,22,1.0,0.0,15.5,2,1.0
3.0,1.0,35,0.0,0.0,7.75,2,0.0
3.0,1.0,35,0.0,0.0,8.05,0,0.0
2.0,0.0,24,1.0,2.0,65.0,0,1.0
3.0,1.0,34,1.0,1.0,14.4,0,0.0
3.0,0.0,26,1.0,0.0,16.1,0,0.0
2.0,0.0,4,2.0,1.0,39.0,0,1.0
2.0,1.0,26,0.0,0.0,10.5,0,0.0
3.0,1.0,27,1.0,0.0,14.4542,1,0.0
1.0,1.0,42,1.0,0.0,52.5542,0,1.0
3.0,1.0,20,1.0,1.0,15.7417,1,1.0
3.0,1.0,21,0.0,0.0,7.8542,0,0.0
3.0,1.0,21,0.0,0.0,16.1,0,0.0
1.0,1.0,61,0.0,0.0,32.3208,0,0.0
2.0,1.0,57,0.0,0.0,12.35,2,0.0
1.0,0.0,21,0.0,0.0,77.9583,0,1.0
3.0,1.0,26,0.0,0.0,7.8958,0,0.0
3.0,1.0,36,0.0,0.0,7.7333,2,0.0
1.0,1.0,80,0.0,0.0,30.0,0,1.0
3.0,1.0,51,0.0,0.0,7.0542,0,0.0
1.0,1.0,32,0.0,0.0,30.5,1,1.0
1.0,1.0,36,0.0,0.0,0.0,0,0.0
3.0,0.0,9,3.0,2.0,27.9,0,0.0
2.0,0.0,28,0.0,0.0,13.0,0,1.0
3.0,1.0,32,0.0,0.0,7.925,0,0.0
2.0,1.0,31,1.0,1.0,26.25,0,0.0
3.0,0.0,41,0.0,5.0,39.6875,0,0.0
3.0,1.0,27,1.0,0.0,16.1,0,0.0
3.0,1.0,20,0.0,0.0,7.8542,0,0.0
1.0,0.0,24,0.0,0.0,69.3,1,1.0
3.0,0.0,2,3.0,2.0,27.9,0,0.0
3.0,1.0,33,0.0,0.0,56.4958,0,1.0
3.0,0.0,0,2.0,1.0,19.2583,1,1.0
1.0,1.0,48,1.0,0.0,76.7292,1,1.0
3.0,1.0,19,0.0,0.0,7.8958,0,0.0
1.0,1.0,56,0.0,0.0,35.5,1,1.0
3.0,1.0,31,0.0,0.0,7.55,0,0.0
3.0,0.0,23,0.0,0.0,7.55,0,1.0
3.0,1.0,27,0.0,0.0,7.8958,0,0.0
2.0,0.0,18,0.0,1.0,23.0,0,1.0
3.0,1.0,21,0.0,0.0,8.4333,0,0.0
3.0,0.0,19,0.0,0.0,7.8292,2,1.0
3.0,0.0,18,0.0,0.0,6.75,2,0.0
2.0,1.0,24,2.0,0.0,73.5,0,0.0
3.0,1.0,27,0.0,0.0,7.8958,0,0.0
3.0,0.0,32,1.0,1.0,15.5,2,0.0
2.0,1.0,23,0.0,0.0,13.0,0,0.0
1.0,1.0,58,0.0,2.0,113.275,1,0.0
1.0,1.0,50,2.0,0.0,133.65,0,1.0
3.0,1.0,40,0.0,0.0,7.225,1,0.0
1.0,1.0,47,0.0,0.0,25.5875,0,0.0
3.0,1.0,36,0.0,0.0,7.4958,0,0.0
3.0,1.0,20,1.0,0.0,7.925,0,1.0
2.0,1.0,32,2.0,0.0,73.5,0,0.0
2.0,1.0,25,0.0,0.0,13.0,0,0.0
3.0,1.0,28,0.0,0.0,7.775,0,0.0
3.0,1.0,43,0.0,0.0,8.05,0,0.0
1.0,0.0,39,1.0,0.0,52.0,0,1.0
2.0,0.0,40,1.0,1.0,39.0,0,1.0
1.0,1.0,31,1.0,0.0,52.0,0,0.0
2.0,1.0,70,0.0,0.0,10.5,0,0.0
2.0,1.0,31,0.0,0.0,13.0,0,1.0
2.0,1.0,36,0.0,0.0,0.0,0,0.0
3.0,1.0,18,0.0,0.0,7.775,0,0.0
3.0,1.0,24,0.0,0.0,8.05,0,0.0
3.0,0.0,18,0.0,0.0,9.8417,0,1.0
3.0,0.0,43,1.0,6.0,46.9,0,0.0
1.0,1.0,36,0.0,1.0,512.3292,1,1.0
3.0,0.0,33,0.0,0.0,8.1375,2,0.0
1.0,1.0,27,0.0,0.0,76.7292,1,1.0
3.0,1.0,20,0.0,0.0,9.225,0,0.0
3.0,1.0,14,5.0,2.0,46.9,0,0.0
2.0,1.0,60,1.0,1.0,39.0,0,0.0
2.0,1.0,25,1.0,2.0,41.5792,1,0.0
3.0,1.0,14,4.0,1.0,39.6875,0,0.0
3.0,1.0,19,0.0,0.0,10.1708,0,0.0
3.0,1.0,18,0.0,0.0,7.7958,0,0.0
1.0,0.0,15,0.0,1.0,211.3375,0,1.0
1.0,1.0,31,1.0,0.0,57.0,0,1.0
3.0,0.0,4,0.0,1.0,13.4167,1,1.0
3.0,1.0,33,0.0,0.0,56.4958,0,1.0
3.0,1.0,25,0.0,0.0,7.225,1,0.0
1.0,1.0,60,0.0,0.0,26.55,0,0.0
2.0,1.0,52,0.0,0.0,13.5,0,0.0
3.0,1.0,44,0.0,0.0,8.05,0,0.0
3.0,0.0,19,0.0,0.0,7.7333,2,1.0
1.0,1.0,49,1.0,1.0,110.8833,1,0.0
3.0,1.0,42,0.0,0.0,7.65,0,0.0
1.0,0.0,18,1.0,0.0,227.525,1,1.0
1.0,1.0,35,0.0,0.0,26.2875,0,1.0
3.0,0.0,18,0.0,1.0,14.4542,1,0.0
3.0,1.0,25,0.0,0.0,7.7417,2,0.0
3.0,1.0,26,1.0,0.0,7.8542,0,0.0
2.0,1.0,39,0.0,0.0,26.0,0,0.0
2.0,0.0,45,0.0,0.0,13.5,0,1.0
1.0,1.0,42,0.0,0.0,26.2875,0,1.0
1.0,0.0,22,0.0,0.0,151.55,0,1.0
3.0,1.0,18,1.0,1.0,15.2458,1,1.0
1.0,0.0,24,0.0,0.0,49.5042,1,1.0
1.0,1.0,55,0.0,0.0,26.55,0,0.0
1.0,1.0,48,1.0,0.0,52.0,0,1.0
3.0,1.0,29,0.0,0.0,9.4833,0,0.0
2.0,1.0,52,0.0,0.0,13.0,0,0.0
3.0,1.0,19,0.0,0.0,7.65,0,0.0
1.0,0.0,38,0.0,0.0,227.525,1,1.0
2.0,0.0,27,0.0,0.0,10.5,0,1.0
3.0,1.0,22,0.0,0.0,15.5,2,0.0
3.0,1.0,33,0.0,0.0,7.775,0,0.0
2.0,0.0,6,0.0,1.0,33.0,0,1.0
3.0,1.0,17,1.0,0.0,7.0542,0,0.0
2.0,1.0,34,0.0,0.0,13.0,0,0.0
2.0,1.0,50,0.0,0.0,13.0,0,0.0
1.0,1.0,27,1.0,0.0,53.1,0,1.0
3.0,1.0,20,0.0,0.0,8.6625,0,0.0
2.0,0.0,30,3.0,0.0,21.0,0,1.0
3.0,0.0,19,0.0,0.0,7.7375,2,1.0
2.0,1.0,25,1.0,0.0,26.0,0,0.0
3.0,0.0,25,1.0,0.0,7.925,0,0.0
1.0,0.0,29,0.0,0.0,211.3375,0,1.0
3.0,1.0,11,0.0,0.0,18.7875,1,0.0
2.0,1.0,36,0.0,0.0,0.0,0,0.0
2.0,1.0,23,0.0,0.0,13.0,0,0.0
2.0,1.0,23,0.0,0.0,13.0,0,0.0
3.0,1.0,28,0.0,0.0,16.1,0,0.0
3.0,0.0,48,1.0,3.0,34.375,0,0.0
1.0,1.0,35,0.0,0.0,512.3292,1,1.0
3.0,1.0,27,0.0,0.0,7.8958,0,0.0
3.0,1.0,27,0.0,0.0,7.8958,0,0.0
1.0,1.0,41,0.0,0.0,30.0,0,1.0
1.0,1.0,36,1.0,0.0,78.85,0,0.0
1.0,0.0,21,2.0,2.0,262.375,1,1.0
3.0,1.0,24,1.0,0.0,16.1,0,0.0
3.0,1.0,31,0.0,0.0,7.925,0,1.0
1.0,1.0,70,1.0,1.0,71.0,0,0.0
3.0,1.0,16,1.0,1.0,20.25,0,0.0
2.0,0.0,30,0.0,0.0,13.0,0,1.0
1.0,1.0,19,1.0,0.0,53.1,0,0.0
3.0,1.0,31,0.0,0.0,7.75,2,0.0
2.0,0.0,4,1.0,1.0,23.0,0,1.0
3.0,1.0,6,0.0,1.0,12.475,0,1.0
3.0,1.0,33,0.0,0.0,9.5,0,0.0
3.0,1.0,23,0.0,0.0,7.8958,0,0.0
2.0,0.0,48,1.0,2.0,65.0,0,1.0
2.0,1.0,0,1.0,1.0,14.5,0,1.0
3.0,1.0,28,0.0,0.0,7.7958,0,0.0
2.0,1.0,18,0.0,0.0,11.5,0,0.0
3.0,1.0,34,0.0,0.0,8.05,0,0.0
1.0,0.0,33,0.0,0.0,86.5,0,1.0
3.0,1.0,37,0.0,0.0,14.5,0,0.0
3.0,1.0,41,0.0,0.0,7.125,0,0.0
3.0,1.0,20,0.0,0.0,7.2292,1,1.0
1.0,0.0,36,1.0,2.0,120.0,0,1.0
3.0,1.0,16,0.0,0.0,7.775,0,0.0
1.0,0.0,51,1.0,0.0,77.9583,0,1.0
1.0,1.0,30,0.0,0.0,39.6,1,0.0
3.0,0.0,30,0.0,0.0,7.75,2,0.0
3.0,1.0,32,1.0,0.0,24.15,2,0.0
3.0,1.0,32,0.0,0.0,8.3625,0,0.0
3.0,1.0,24,0.0,0.0,9.5,0,0.0
3.0,1.0,48,0.0,0.0,7.8542,0,0.0
2.0,0.0,57,0.0,0.0,10.5,0,0.0
3.0,1.0,31,0.0,0.0,7.225,1,0.0
2.0,0.0,54,1.0,3.0,23.0,0,1.0
3.0,1.0,18,0.0,0.0,7.75,0,0.0
3.0,1.0,35,0.0,0.0,7.75,2,0.0
3.0,0.0,5,0.0,0.0,12.475,0,1.0
3.0,1.0,35,0.0,0.0,7.7375,2,0.0
1.0,0.0,43,0.0,1.0,211.3375,0,1.0
3.0,0.0,13,0.0,0.0,7.2292,1,1.0
1.0,0.0,17,1.0,0.0,57.0,0,1.0
1.0,1.0,29,0.0,0.0,30.0,0,0.0
3.0,1.0,25,1.0,2.0,23.45,0,0.0
3.0,1.0,25,0.0,0.0,7.05,0,0.0
3.0,1.0,25,0.0,0.0,7.25,0,0.0
3.0,0.0,18,0.0,0.0,7.4958,0,1.0
3.0,1.0,8,4.0,1.0,29.125,2,0.0
3.0,1.0,1,1.0,2.0,20.575,0,1.0
1.0,1.0,46,0.0,0.0,79.2,1,0.0
3.0,1.0,35,0.0,0.0,7.75,2,0.0
2.0,1.0,16,0.0,0.0,26.0,0,0.0
3.0,0.0,34,8.0,2.0,69.55,0,0.0
1.0,1.0,41,0.0,0.0,30.6958,1,0.0
3.0,1.0,25,0.0,0.0,7.8958,0,0.0
2.0,1.0,39,0.0,0.0,13.0,0,0.0
1.0,0.0,49,0.0,0.0,25.9292,0,1.0
3.0,0.0,31,0.0,0.0,8.6833,0,1.0
3.0,1.0,30,0.0,0.0,7.2292,1,0.0
3.0,0.0,30,1.0,1.0,24.15,0,0.0
2.0,1.0,34,0.0,0.0,13.0,0,0.0
2.0,0.0,31,1.0,1.0,26.25,0,1.0
1.0,1.0,11,1.0,2.0,120.0,0,1.0
3.0,1.0,0,0.0,1.0,8.5167,1,1.0
3.0,1.0,27,0.0,0.0,6.975,0,1.0
3.0,1.0,31,0.0,0.0,7.775,0,0.0
1.0,1.0,39,0.0,0.0,0.0,0,0.0
3.0,0.0,18,0.0,0.0,7.775,0,0.0
2.0,1.0,39,0.0,0.0,13.0,0,0.0
1.0,0.0,33,1.0,0.0,53.1,0,1.0
3.0,1.0,26,0.0,0.0,7.8875,0,0.0
3.0,1.0,39,0.0,0.0,24.15,0,0.0
2.0,1.0,35,0.0,0.0,10.5,0,0.0
3.0,0.0,6,4.0,2.0,31.275,0,0.0
3.0,1.0,30,0.0,0.0,8.05,0,0.0
1.0,1.0,36,0.0,0.0,0.0,0,0.0
3.0,0.0,23,0.0,0.0,7.925,0,0.0
2.0,1.0,31,1.0,1.0,37.0042,1,0.0
3.0,1.0,43,0.0,0.0,6.45,0,0.0
3.0,1.0,10,3.0,2.0,27.9,0,0.0
1.0,0.0,52,1.0,1.0,93.5,0,1.0
3.0,1.0,27,0.0,0.0,8.6625,0,1.0
1.0,1.0,38,0.0,0.0,0.0,0,0.0
3.0,0.0,27,0.0,1.0,12.475,0,1.0
3.0,1.0,2,4.0,1.0,39.6875,0,0.0
3.0,1.0,34,0.0,0.0,6.95,2,0.0
3.0,1.0,33,0.0,0.0,56.4958,0,0.0
2.0,1.0,1,0.0,2.0,37.0042,1,1.0
3.0,1.0,35,0.0,0.0,7.75,2,1.0
1.0,0.0,62,0.0,0.0,80.0,0,1.0
3.0,0.0,15,1.0,0.0,14.4542,1,1.0
2.0,1.0,0,1.0,1.0,18.75,0,1.0
3.0,1.0,31,0.0,0.0,7.2292,1,0.0
3.0,1.0,23,0.0,0.0,7.8542,0,0.0
3.0,1.0,18,0.0,0.0,8.3,0,0.0
1.0,0.0,39,1.0,1.0,83.1583,1,1.0
3.0,1.0,21,0.0,0.0,8.6625,0,0.0
3.0,1.0,32,0.0,0.0,8.05,0,0.0
3.0,1.0,32,0.0,0.0,56.4958,0,1.0
1.0,1.0,43,0.0,0.0,29.7,1,1.0
3.0,1.0,20,0.0,0.0,7.925,0,0.0
2.0,1.0,16,0.0,0.0,10.5,0,0.0
1.0,0.0,30,0.0,0.0,31.0,1,1.0
3.0,1.0,34,0.0,0.0,6.4375,1,0.0
3.0,1.0,17,0.0,0.0,8.6625,0,0.0
3.0,1.0,42,0.0,0.0,7.55,0,0.0
3.0,1.0,34,8.0,2.0,69.55,0,0.0
3.0,1.0,35,0.0,0.0,7.8958,1,0.0
2.0,1.0,28,0.0,1.0,33.0,0,0.0
1.0,0.0,32,1.0,0.0,89.1042,1,1.0
3.0,1.0,4,4.0,2.0,31.275,0,0.0
3.0,1.0,74,0.0,0.0,7.775,0,0.0
3.0,0.0,9,1.0,1.0,15.2458,1,0.0
1.0,0.0,16,0.0,1.0,39.4,0,1.0
2.0,0.0,44,1.0,0.0,26.0,0,0.0
3.0,0.0,18,0.0,1.0,9.35,0,1.0
1.0,0.0,45,1.0,1.0,164.8667,0,1.0
1.0,1.0,51,0.0,0.0,26.55,0,1.0
3.0,0.0,24,0.0,3.0,19.2583,1,1.0
3.0,1.0,31,0.0,0.0,7.2292,1,0.0
3.0,1.0,41,2.0,0.0,14.1083,0,0.0
2.0,1.0,21,1.0,0.0,11.5,0,0.0
1.0,0.0,48,0.0,0.0,25.9292,0,1.0
3.0,0.0,34,8.0,2.0,69.55,0,0.0
2.0,1.0,24,0.0,0.0,13.0,0,0.0
2.0,0.0,42,0.0,0.0,13.0,0,1.0
2.0,0.0,27,1.0,0.0,13.8583,1,1.0
1.0,1.0,31,0.0,0.0,50.4958,0,0.0
3.0,1.0,24,0.0,0.0,9.5,0,0.0
