Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
3.0,1.0,4,1.0,1.0,11.1333,0,1.0
3.0,1.0,26,0.0,0.0,7.8958,0,0.0
1.0,0.0,47,1.0,1.0,52.5542,0,1.0
1.0,1.0,33,0.0,0.0,5.0,0,0.0
3.0,1.0,47,0.0,0.0,9.0,0,0.0
2.0,0.0,28,1.0,0.0,24.0,1,1.0
3.0,0.0,15,0.0,0.0,7.225,1,1.0
3.0,1.0,20,0.0,0.0,9.8458,0,0.0
3.0,1.0,19,0.0,0.0,7.8958,0,0.0
3.0,1.0,27,0.0,0.0,7.8958,0,0.0
1.0,0.0,56,0.0,1.0,83.1583,1,1.0
2.0,0.0,25,0.0,1.0,26.0,0,1.0
3.0,1.0,33,0.0,0.0,7.8958,0,0.0
3.0,0.0,22,0.0,0.0,10.5167,0,0.0
2.0,1.0,28,0.0,0.0,10.5,0,0.0
3.0,1.0,25,0.0,0.0,7.05,0,0.0
3.0,0.0,39,0.0,5.0,29.125,2,0.0
2.0,1.0,27,0.0,0.0,13.0,0,0.0
1.0,0.0,19,0.0,0.0,30.0,0,1.0
3.0,0.0,25,1.0,2.0,23.45,0,0.0
1.0,1.0,26,0.0,0.0,30.0,1,1.0
3.0,1.0,32,0.0,0.0,7.75,2,0.0
3.0,0.0,22,1.0,0.0,15.5,2,1.0
2.0,0.0,24,0.09086991252643228,0.9091300874735677,26.0,0,1.0
1.0,0.699477445735194,58,0.699477445735194,1.0,80.38955842654639,1,1.0
1.0,0.0,30,0.0,0.40775947113869637,220.92439356094235,0,1.0
2.0,0.28212988151964624,2,1.2821298815196462,1.7178701184803538,40.85153060958453,0,1.0
1.0,0.808469705839619,24,0.808469705839619,0.0,89.56210769298504,1,1.0
3.0,1.0,24,0.0,0.0,7.033944515391984,0,1.0
3.0,0.3516212437574824,5,1.0,1.0,16.418703004994015,0,1.0
1.0,0.0,19,0.0,1.0,56.2991381876165,0,1.0
1.0,0.9055514711277219,30,0.9055514711277219,0.0,56.99331304415584,0,1.0
1.0,1.0,52,0.0,0.0,31.117805515707143,0,1.0
3.0,1.0,30,0.0,0.0,8.060654804824132,0,1.0
1.0,0.0,51,1.0,0.0,78.08090096384801,0,1.0
3.0,0.0,15,0.0,0.0,7.633169226732436,1,1.0
2.286992489004187,0.0,30,2.4260150219916254,0.2869924890041873,20.86367856772301,0,1.0
2.617556449174916,0.3824435508250841,0,0.3824435508250841,1.617556449174916,15.266819842940492,0,1.0
2.0,0.0,40,0.0,0.14839670210733713,16.306487632902513,0,1.0
1.0,0.0,45,0.4417983432212218,0.0,78.10840465356901,1,1.0
3.0,0.0,19,0.0,0.0,7.771326150234585,2,1.0
3.0,0.0,13,0.0,0.0,7.267972050280785,1,1.0
3.0,0.0,19,0.0,0.0,7.73575808795646,2,1.0
1.4831407984842602,0.5168592015157397,26,0.4831407984842603,0.4831407984842603,30.25842960075787,0,1.0
1.0,0.0,38,0.0,0.1434257333129696,225.20329594199632,0,1.0
3.0,0.2750843452464683,4,0.2750843452464683,0.2750843452464683,12.105919333982813,0,1.0
3.0,0.0,0,2.0,1.0,19.2583,1,1.0
3.0,0.5033229391216255,20,1.0,0.5033229391216255,15.621653154385697,1,1.0
2.0,0.9957321243926683,41,0.0,0.0,13.011736657920162,0,1.0
1.7782368507834747,0.38911842539173735,30,0.0,0.0,56.76055607443522,0,1.0
1.0,0.5626549740863245,60,1.0,0.5626549740863245,77.47248714764098,1,1.0
1.0,1.0,35,0.0,0.0,26.333946888085713,0,1.0
2.3697277909168895,0.0,24,1.2605444181662215,2.6302722090831105,17.992058028620377,0,1.0
1.0,0.0,18,1.0935699791170967,0.09356997911709675,229.1846975045895,0,1.0
1.0,0.0,55,0.16043781806075152,0.16043781806075152,149.46417616636074,0,1.0
1.0,0.0,35,0.3523319374231507,0.0,134.93452006850868,0,1.0
1.0,0.07244598329801744,22,0.07244598329801744,1.8551080334039651,49.76080553987286,0,1.0
3.0,0.0,15,0.0,0.0,7.5527456109609545,1,1.0
3.0,0.9431863671809082,20,1.0,0.9431863671809082,15.727968144947626,1,1.0
2.662260571304849,0.0,27,1.0,0.0,24.099339085695725,1,1.0
1.0,0.0,37,0.44930211264301967,0.44930211264301967,135.12410591574167,0,1.0
1.0,0.0,40,0.0,0.0,134.57763956646255,1,1.0
2.0274522117492983,0.0,21,0.0,0.0,10.421761196514499,0,1.0
1.0,1.0,35,0.0,0.0,26.4193355118545,0,1.0
1.0,0.4364078776819348,41,0.8728157553638696,0.0,134.7677722561934,0,1.0
1.0,1.0,41,0.0,0.0,30.225551466362617,0,1.0
1.0,0.0,22,0.0,0.0,78.29414572169364,0,1.0
1.9109541494487396,0.4554770747243698,32,0.0,0.5445229252756302,55.68130260837271,0,1.0
2.917257204841354,0.0,24,0.16548559031729249,3.0,19.21624183722086,0,1.0
1.739876844767462,0.0,24,0.739876844767462,1.479753689534924,66.11852956749992,0,1.0
1.1125544582295666,0.0,48,0.0,0.11255445822956645,25.937168855642653,0,1.0
3.0,0.0,17,3.1670521495888257,1.4447014330592172,7.905342430730296,0,1.0
3.0,1.0,9,0.4778219879391028,1.5221780120608972,18.31507330578165,0,1.0
2.4939460016542143,1.0,26,0.25302699917289284,0.0,55.63657091620869,0,1.0
2.9983745384981746,0.0,22,0.9983745384981745,0.0,15.497223224116432,1,1.0
2.0,0.0,24,0.8785974036410911,0.12140259635890893,26.0,0,1.0
2.089548866586863,0.0,54,0.9104511334131371,2.7313534002394113,21.7989258269037,0,1.0
3.0,0.0,19,0.0,0.0,7.75,2,1.0
3.0,1.0,27,0.0,0.0,8.405432406312682,0,1.0
1.4294403095593489,0.5705596904406512,25,0.8588806191186975,0.42944030955934875,28.711679071321953,0,1.0
2.0,0.0,34,0.0,0.1145247029127835,21.229049405825567,0,1.0
1.0,0.5170317630157529,15,0.48296823698424707,2.0,115.28637652611428,0,1.0
2.0,0.0,18,0.5586866649854869,0.4413133350145131,24.67605999495646,0,1.0
3.0,0.5486160326142503,25,0.0,0.0,7.543272964507004,0,1.0
1.0,0.7651626186943304,11,1.0,2.0,120.0,0,1.0
3.0,0.0,35,1.030919631371118,0.0,17.37603728568738,0,1.0
2.0,0.0,27,0.6916108213635304,0.0,13.485673355453553,0,1.0
1.0,0.7936660771732504,26,0.7936660771732504,0.0,52.358064480299575,0,1.0
3.0,0.6224662751585032,26,0.0,0.0,7.333657038599422,0,1.0
1.0,0.5753174029669148,35,1.0,0.0,89.61956932957777,0,1.0
1.509770429287319,0.4902295707126809,28,0.5097704292873191,0.0,26.269626263891976,0,1.0
1.0,1.0,43,0.0,0.0,26.44023119749227,0,1.0
2.0,0.0,21,0.7777245935090389,0.7777245935090389,28.333173780527115,0,1.0
3.0,0.0,34,1.9055762901200264,0.0,16.698178375156978,0,1.0
1.80991927114595,0.19008072885404992,35,0.8099192711459501,0.0,26.104544400869727,0,1.0
2.0,0.0,37,0.0,0.4006128446670777,20.399080732999384,0,1.0
2.0,0.0,31,0.0,0.0,13.0,0,1.0
2.006579799104265,0.9934202008957352,2,1.0065797991042649,1.0,18.7533445118847,0,1.0
1.0146467155986967,0.9853532844013032,45,0.014646715598696791,0.014646715598696791,26.545605985320393,0,1.0
3.0,0.0,19,0.0,0.0,7.501333169264164,1,1.0
1.0,0.0,23,0.18831411671931708,0.0,150.60293064419523,0,1.0
1.0,0.0,31,0.0,0.0,215.91618130851367,0,1.0
1.0,0.0,48,0.0,0.8717442999996935,244.9562246739339,1,1.0
3.0,1.0,27,0.0,0.0,7.610607608320244,0,1.0
1.0,0.0,33,1.0,0.0,53.1,0,1.0
2.4260477004657313,0.0,58,0.0,0.0,13.2679691207635,0,1.0
2.661666569488599,0.0,58,0.0,0.0,9.896229255341654,0,1.0
3.0,1.0,20,0.44633085265985195,0.0,7.539757007280724,0,1.0
3.0,0.0,22,1.0,0.0,15.64346404173941,1,1.0
1.0,1.0,36,0.0,0.0,26.36590041670952,0,1.0
2.4814307120430366,0.5185692879569637,0,1.4814307120430363,1.0,18.994711230931475,0,1.0
2.0,1.0,1,0.4014807710879771,1.598519228912023,27.795557686736068,0,1.0
2.0,0.0,18,0.9541091771206855,0.04589082287931445,25.862327531362055,0,1.0
3.0,0.8727233176851016,0,1.1272766823148985,1.8727233176851015,20.407414792395972,0,1.0
2.0,0.8279732071876953,35,0.0,0.0,13.0,0,1.0
1.0,0.19938330979181673,48,0.0,0.0,26.05297715871876,0,1.0
2.292866011089235,0.0,17,0.0,0.29286601108923493,10.16320408724738,0,1.0
1.0,0.7053861169260345,60,0.7053861169260345,0.7053861169260345,79.43569110645917,0,1.0
2.2038544057365135,0.0,7,0.0,2.0,25.38871513576323,0,1.0
3.0,0.8537801956955211,26,0.0,0.0,7.804339236571382,0,1.0
1.0,0.0,34,1.0,0.4755170167887123,112.13770595094644,1,1.0
3.0,0.0,22,0.0,0.0,7.64489814130045,0,1.0
1.0,0.0,24,0.0,0.0,82.38155446019492,0,1.0
1.0,0.0,31,0.9736500179982208,0.0,146.23391457095565,0,1.0
3.0,0.0,19,0.0,0.0,7.768370488073399,2,1.0
1.0,0.0,34,0.15668644111527497,0.0,227.525,1,1.0
2.040482576689461,1.0,0,0.16193030675784392,2.0,29.096652151846087,0,1.0
2.0,0.0,28,0.0,0.0,10.5,0,1.0
1.0,0.0,24,2.8742427476559995,1.9580809158853332,262.35112611317226,0,1.0
1.0,0.07909319817647875,46,1.0,0.9209068018235212,52.5542,0,1.0
2.0,0.0,41,0.0,0.0,13.0,0,1.0
3.0,0.003100306456628066,21,1.0,0.003100306456628066,15.500749344070567,1,1.0
2.961045366833328,0.038954633166671804,0,1.961045366833328,1.0,19.23849935996138,0,1.0
2.0,0.0,32,1.0,1.6719031134060365,27.257854670109054,0,1.0
1.0,1.0,35,0.0,0.0,26.303223019176542,0,1.0
3.0,0.0,27,1.4971558008583745,0.0,23.702559779227464,2,1.0
1.0,0.9894889758434607,45,0.0,0.0,26.543474756203622,0,1.0
3.0,0.0,15,0.0,0.0,7.400529106481676,1,1.0
1.0,0.0,35,0.9673536991428364,1.9347073982856728,119.7023734689755,0,1.0
1.0,0.9793766473340931,60,1.0,0.9793766473340931,79.17439198299475,0,1.0
3.0,0.0,18,0.0,0.0,7.4294915753261455,0,1.0
3.0,0.0,19,0.0,0.0,7.8792,2,1.0
1.0,0.0,23,0.0,0.10587102556414907,50.086045982295445,0,1.0
1.0,1.0,35,0.0,0.0,26.335453812607536,0,1.0
2.2201048114899264,0.0,27,0.0,0.22010481148992644,12.884444973967788,0,1.0
2.0115055595381346,0.0,27,0.0,0.011505559538134369,10.522723480087816,0,1.0
2.0,0.0,26,0.0,0.0,10.763833557792461,0,1.0
2.997619163277432,0.0,27,1.0,0.0,24.14964287449161,1,1.0
2.0,0.0,28,0.0,0.0,13.0,0,1.0
1.0,0.0,18,0.6362425124653742,0.7275149750692516,86.92174292346925,0,1.0
2.7879927580347097,0.0,24,0.0,2.0,16.23358406767636,0,1.0
3.0,0.767613010756051,3,1.0,1.0,11.1333,0,1.0
1.0,0.8266324261593645,32,0.346735147681271,0.346735147681271,468.99524677472306,1,1.0
2.341064118217479,0.0,32,0.34106411821747906,1.0,22.15586630741174,0,1.0
2.0,0.7733006990356641,2,1.0,1.0,26.0,0,1.0
1.0,0.06714937216373218,53,1.0,0.0,59.23408733125785,1,1.0
1.0,0.7302646409854646,21,0.2697353590145354,0.7302646409854646,61.64324166677788,0,1.0
1.0,0.0,36,0.0,0.0,223.96992723814708,0,1.0
1.0,0.3394619797896199,15,0.6605380202103801,2.0,116.90522696885198,0,1.0
1.0,0.005322938274698652,35,0.0,0.005322938274698652,512.3292,1,1.0
3.0,0.9483678759499691,17,1.0,0.9483678759499691,15.204928010601995,1,1.0
1.0,0.0,32,0.0,0.1496912497592573,75.89563940682447,0,1.0
2.0,0.0,24,0.5205654215783446,1.0,26.260282710789173,0,1.0
2.458246144704692,0.5417538552953078,3,1.4582461447046922,1.0,18.982926515353395,0,1.0
1.5101012136659224,0.0,48,1.0,1.0202024273318446,70.74612084466966,0,1.0
3.0,0.016559797434867796,18,0.0,0.0,7.238661832883766,0,1.0
2.0,0.0,29,0.0,0.0,12.450711628293517,1,1.0
2.0,0.5116420645911802,38,0.0,0.0,13.441291280709894,0,1.0
1.0,0.0848396823240466,47,1.0,0.9151603176759534,52.9253736101677,0,1.0
1.0,0.0,30,0.0,0.0,86.5,0,1.0
3.0,0.0,14,1.0,0.0,13.252331853445842,1,1.0
2.293297009972386,0.29329700997238584,5,1.1731880398895433,1.293297009972386,32.52705857141953,0,1.0
1.0,0.47125148112886683,61,0.47125148112886683,0.47125148112886683,79.6229988150969,0,1.0
3.0,1.0,27,0.0,0.0,7.154712675988737,0,1.0
2.235988200049986,0.23598820004998644,48,0.0,0.0,9.921828909877533,0,1.0
1.0,0.11418142349975202,24,0.11418142349975202,0.0,49.914773562620404,0,1.0
2.0,0.0,27,0.41314319905164976,0.0,13.354600807746031,0,1.0
1.0,0.0,34,1.0,0.0,52.02225516492176,0,1.0
1.0,0.05277457469934588,43,0.0,0.0,27.825251438244948,1,1.0
1.0,0.0,31,0.85064744443043,0.0,144.89472405123632,0,1.0
1.0,0.069927245701501,23,2.790218262895497,1.930072754298499,280.43490422895866,0,1.0
1.0,1.0,35,0.0,0.20078712374017083,512.3292,1,1.0
1.0,0.0,38,1.0,0.7869914235995119,82.94795403080451,1,1.0
3.0,0.3115161182370998,22,0.0,0.0,7.586454037925522,1,1.0
1.0,0.0,20,0.0,0.013683068419559241,77.96987382342267,0,1.0
1.0,0.0,40,0.850414238851691,0.850414238851691,134.5,1,1.0
2.0,0.0,5,0.7468947427402648,2.0,27.370342114110397,0,1.0
2.0,0.0,33,0.1307441139277269,2.0,26.228802199373522,0,1.0
1.7419309373161096,0.0,19,0.7419309373161096,0.5161381253677808,26.073110965458348,0,1.0
3.0,1.0,9,0.9742335397537439,1.0257664602462562,16.019169878638934,0,1.0
3.0,0.0,19,0.0,0.0,7.75,2,1.0
2.0,0.0,7,0.0,2.0,26.25,0,1.0
1.0,0.36238283806390104,19,0.36238283806390104,0.0,88.15942349206222,0,1.0
1.0,1.0,35,0.0,0.0,26.450547951482022,0,1.0
2.0892624911146287,0.9107375088853711,0,0.9107375088853711,1.089262491114629,14.610837235217035,0,1.0
1.0,0.26623341433594616,57,0.0,0.0,28.932789058306717,0,1.0
1.4015133860255335,0.5984866139744665,40,0.0,0.0,31.803026772051066,0,1.0
1.0,0.0,37,1.0,0.1710698110835791,81.73956722022051,0,1.0
3.0,0.0,19,0.0,0.0,7.8792,2,1.0
2.0778414509729197,0.9221585490270803,2,1.0778414509729197,1.0,18.789566809529536,0,1.0
3.0,0.0,19,0.0,0.0,7.75,2,1.0
1.0,0.2858253236410565,20,0.0,1.428349352717887,78.81516139470921,0,1.0
1.0,0.0,36,1.0,0.06498174528294443,133.2064995884439,0,1.0
2.157220840700821,1.0,0,0.6288833628032844,2.0,29.37536475717321,0,1.0
2.0719574753277166,0.07195747532771657,34,0.0,0.0,10.30211694284878,0,1.0
1.0,0.0,49,1.0,0.0,77.0316545172117,1,1.0
1.0,0.5556638172891902,19,0.44433618271080977,1.1113276345783805,111.94601884818945,1,1.0
2.2901895172670312,0.7098104827329689,3,1.2901895172670312,1.0,18.897503331626833,0,1.0
1.0,1.0,35,0.0,0.8997863911291052,512.3292,1,1.0
1.0,0.0,15,0.10829160453218734,0.8917083954678127,213.0904703483648,0,1.0
3.0,0.0,16,0.0,0.0,7.741899706683088,2,1.0
1.3974057818809893,0.0,24,0.3974057818809893,0.7948115637619786,67.59115513791174,0,1.0
2.0,0.4118303003273268,32,0.4118303003273268,1.1763393993453464,26.0,0,1.0
3.0,1.0,32,0.0,0.0,7.791675118545824,0,1.0
1.0,0.0,31,1.0,0.11434444618558748,113.00152238805794,1,1.0
3.0,1.0,20,0.22652796302490408,0.0,7.8250674128228175,0,1.0
1.0,0.1987376645176625,29,0.0,0.0,30.900631167741167,0,1.0
3.0,0.0,19,0.0,0.0,7.75,2,1.0
2.2489030848682594,0.2489030848682593,29,0.0,0.0,10.251096915131741,0,1.0
1.0,0.0,19,2.211831765624042,2.0,262.50739485351505,0,1.0
1.0,0.778287223028453,49,1.221712776971547,0.0,51.88453198575322,0,1.0
1.0,0.0,37,0.46322251811500603,0.46322251811500603,135.10832992022026,1,1.0
1.0,0.4400193884057404,29,0.0,0.0,76.48420848242752,1,1.0
1.0,0.0,21,1.984561423425333,1.984561423425333,264.3044685284298,1,1.0
1.0,0.0,17,0.0,1.2287117328666757,56.03990747467688,1,1.0
2.0,0.0,52,0.0,0.0,12.993335561521826,0,1.0
1.0,0.0,48,1.2147247273008657,0.7852752726991343,52.32337091815157,0,1.0
1.4041895378439488,1.0,32,0.40418953784394884,0.0,28.68114707970223,0,1.0
2.418721404745752,0.41872140474575215,44,0.0,0.0,11.165628168542431,0,1.0
